index,ames,smiles
ext_1420,0,CC1=C(C)C2(C(=C(C)C1=O)C)c1cc([O-])ccc1N=C1C=CC(=O)C=C21
ext_1421,1,COC(=O)C12OC1(C)C(C)(O)OC2=O
ext_1422,1,CCC12OC1(C(=O)OC)C(=O)OC2C
ext_1423,1,COC(=O)C12OC1(C)C(C)(O)NC2=O
ext_1424,1,CCC12OC1(C(=O)NC2(C)O)C(=O)OC
ext_1425,1,NC(=O)C1(OC1C(=O)c1ccccc1)C(=O)N
ext_1426,1,COC(=O)C1(OC1(C)C(O)C(C)C)C(=O)N
ext_1427,0,Cc1ccc2n(sc(=NC(=O)CCCl)c2c1)C(=O)CCCl
ext_1428,0,Cc1ccc2n(sc(=NC(=O)CCCCl)c2c1)C(=O)CCCCl
ext_1429,0,Cc1ccc2n(sc(=NC(=O)c3ccccc3[N+](=O)[O-])c2c1)C(=O)c1ccccc1[N+](=O)[O-]
ext_1430,0,ClCCC(=O)N=c1sn(C(=O)CCCl)c2ccc(Cl)cc12
ext_1439,0,COc1cccc2C(=O)c3c(O)c4C[C@](O)(CC(O[C@H]5C[C@@H]([C@H](O)[C@H](C)O5)N(C)C)c4c(O)c3C(=O)c12)C(=O)CO
ext_1440,0,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(C(O)C(C)O5)N5CCOCC5C#N)c4c(O)c3C(=O)c12)C(=O)CO
ext_1444,0,O[C@H]1C=Cc2ccc3cc4c(ccc5ccccc45)cc3c2[C@@H]1O
ext_1445,0,CCc1c(c2=CC3=NC(=CC4=NC(=C(C5=NC(=C(C5=C([O-])[O-])C)C=c1[n-]2)CC(=O)[O-])C(C4C)CCC(=O)[O-])C(=C3C=C)C)C
ext_1446,0,CC(=C[C@@H]1[C@H](C(=O)OCc2oc(Cc3ccccc3)cc2)C1(C)C)C
ext_1448,0,C1CCC(CC1)C(CC1CCCCN1)C1CCCCC1
ext_1450,1,CC(=O)ON(C(=O)C)c1ccc(Oc2ccccc2)cc1
ext_1458,1,C[C@@]12CCC[C@](C)([C@H]1CC[C@]13CC(=C)[C@](CC[C@@H]21)(C3)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ext_1465,0,COC(=O)c1[nH]c2c(ccc3ccc[n+](C)c23)c1
ext_1477,0,COc1cccc2c1cc(c1c(cc3OCOc3c21)C(=O)[O-])[N+](=O)[O-]
ext_1478,0,CC1(C)C2CCC1(C)[C@@H](O)C2
ext_1479,0,OC(=O)CC(O)(CC(=O)[O-])C(=O)O
ext_1481,0,OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-]
ext_1482,0,OC[C@H](O)C1OC(=O)[C-](O)C1=O
ext_1485,1,ClCC(Cl)CBr
ext_1486,1,CC(Br)CBr
ext_1487,0,CCC[C@H]1O[C@@H]1c1ccccc1
ext_1488,0,OC(=O)CCC(=O)[O-]
ext_1489,1,Cc1cc2C(=O)CCc2c2ccc3c(O)c(O)ccc3c12
ext_1493,0,[O-]C(=O)COc1ccccc1
ext_1494,1,CC(O)c1ccc2ccc3cccc4ccc1c2c34
ext_1495,1,OC1Cc2cc3cccc4ccc5ccc1c2c5c34
ext_1496,1,CC(O)c1cc2ccc3cccc4ccc(c1)c2c34
ext_1497,0,OC1c2cccc3ccc4cccc1c4c23
ext_1498,0,NC(CCC(=O)O)C(=O)O
ext_1499,0,C(=C\C(=O)[O-])/C(=O)O
ext_1501,0,C(C(C(=O)[O-])O)(C(=O)[O-])O
ext_1505,0,[O-]C(=O)[O-]
ext_1507,0,C(C(C(=O)[O-])O)(C(=O)O)O
ext_1511,0,COC(=O)[C@H](C)Cl
ext_1512,0,C1C[C@H]2CCc3ccccc3[C@]32O[C@H]3C1
ext_1513,0,C1CCC2C(C1)[C@@H]1O[C@H]1c1ccccc21
ext_1514,0,Brc1ccc2[C@H]3CCCC[C@@H]3[C@H]3O[C@H]3c2c1
ext_1515,0,COc1ccc2[C@@H]3O[C@@H]3[C@H]3CCCC[C@@H]3c2c1
ext_1519,1,CC1(CC(=O)c2ccccc2C1=O)S(=O)(=O)O
ext_1520,0,[O-]c1c(Cl)cc(Cl)cc1[N+](=O)[O-]
ext_1523,0,C(Oc1cccc2cccnc12)c1ccccc1
ext_1524,0,COc1cccc2cccnc12
ext_1526,0,Oc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
ext_1527,0,OC1CC23OC2(C1)C=CC=C3
ext_1529,1,O=C=Nc1ccc(Cc2ccccc2N=C=O)cc1
ext_1531,0,Clc1ccc2Sc3ccccc3N(CCCN3C(=O)c4ccccc4C3=O)c2c1
ext_1532,1,NC(CCC(=O)NNc1ccccc1)C(=O)O
ext_1534,0,ClCC(Cl)C=C
ext_1535,1,N[C@@H](CCCN=C(N)N)C(=O)O
ext_1536,0,CC1=C(Cl)C(=O)NC1=O
ext_1537,0,Cc1c[nH]c2ccccc12
ext_1538,0,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](O)CC1=CC3=O
